1;0.0;
2;0.0;
3;0.0;
4;0.0;
5;0.0;
6;0.0;
7;0.0;
8;0.0;
9;0.0;
10;0.0;
11;0.0;
12;0.0;
13;0.0;
14;0.0;
15;0.0;
16;0.0;
17;0.0;
18;0.0;
19;0.0;
20;0.0;
21;0.0;
22;0.0;
23;0.0;
24;0.0;
25;0.0;
26;0.0;
27;0.0;
28;0.0;
29;0.0;
30;0.0;
31;0.0;
32;0.0;
33;0.0;
34;0.0;
35;0.0;
36;0.0;
37;0.0;
38;0.0;
39;0.0;
40;0.0;
41;0.0;
42;0.0;
43;0.0;
44;0.0;
45;0.0;
46;0.0;
47;0.0;
48;0.0;
49;0.0;
50;-27.649999618530273;
51;-25.50727081298828;
52;-23.489246368408203;
53;-21.588672637939453;
54;-19.7987117767334;
55;-18.112926483154297;
56;-16.525253295898438;
57;-15.029985427856445;
58;-13.621740341186523;
59;-12.295455932617188;
60;-11.04636001586914;
61;-9.86996078491211;
62;-8.762029647827148;
63;-7.71858024597168;
64;-6.735857009887695;
65;-5.810331344604492;
66;-4.938671112060547;
67;-4.117742538452148;
68;-3.3445892333984375;
69;-2.6164321899414062;
70;-1.9306564331054688;
71;-1.2847938537597656;
72;-0.6765174865722656;
73;-0.10364532470703125;
74;0.4358863830566406;
75;0.9440174102783203;
76;1.4225749969482422;
77;1.873281478881836;
78;2.2977561950683594;
79;2.697528839111328;
80;3.0740318298339844;
81;3.4286231994628906;
82;3.7625770568847656;
83;4.077095031738281;
84;4.373310089111328;
85;4.65228271484375;
86;4.915019989013672;
87;5.162467956542969;
88;5.395511627197266;
89;5.614990234375;
90;5.821697235107422;
91;6.016376495361328;
92;6.1997222900390625;
93;6.372398376464844;
94;6.535026550292969;
95;6.6881866455078125;
96;6.832435607910156;
97;6.968288421630859;
98;7.096233367919922;
99;7.216732025146484;
100;7.330219268798828;
101;7.437103271484375;
102;7.537761688232422;
103;7.632560729980469;
104;7.721843719482422;
105;7.805931091308594;
106;7.885124206542969;
107;7.959709167480469;
108;8.029956817626953;
109;8.096115112304688;
110;8.15842056274414;
111;8.217098236083984;
112;8.27236557006836;
113;8.324413299560547;
114;8.373432159423828;
115;8.419597625732422;
116;8.463077545166016;
117;8.5040283203125;
118;8.542591094970703;
119;8.578910827636719;
120;8.613121032714844;
121;8.645336151123047;
122;8.675674438476562;
123;8.70425033569336;
124;8.731163024902344;
125;8.756507873535156;
126;8.780380249023438;
127;8.802864074707031;
128;8.824039459228516;
129;8.843978881835938;
130;8.862762451171875;
131;8.880447387695312;
132;8.897106170654297;
133;8.912792205810547;
134;8.927566528320312;
135;8.941482543945312;
136;8.95458984375;
137;8.966934204101562;
138;8.978557586669922;
139;8.989501953125;
140;8.999809265136719;
141;9.009521484375;
142;9.018665313720703;
143;9.027278900146484;
144;9.035392761230469;
145;9.04302978515625;
146;9.050224304199219;
147;9.056999206542969;
148;9.063385009765625;
149;9.069393157958984;
150;9.075054168701172;
