1;-60.0;
2;-60.0;
3;-60.0;
4;-60.0;
5;-60.0;
6;-60.0;
7;-60.0;
8;-60.0;
9;-60.0;
10;-60.0;
11;-60.0;
12;-60.0;
13;-60.0;
14;-60.0;
15;-60.0;
16;-60.0;
17;-60.0;
18;-60.0;
19;-60.0;
20;-60.0;
21;-60.0;
22;-60.0;
23;-60.0;
24;-60.0;
25;-60.0;
26;-60.0;
27;-60.0;
28;-60.0;
29;-60.0;
30;-60.0;
31;-60.0;
32;-60.0;
33;-60.0;
34;-60.0;
35;-60.0;
36;-60.0;
37;-60.0;
38;-60.0;
39;-60.0;
40;-60.0;
41;-60.0;
42;-60.0;
43;-60.0;
44;-60.0;
45;-60.0;
46;-60.0;
47;-60.0;
48;-60.0;
49;-60.0;
50;-60.0;
51;-60.0;
52;-60.0;
53;-60.0;
54;-60.0;
55;-60.0;
56;-60.0;
57;-60.0;
58;-60.0;
59;-60.0;
60;-60.0;
61;-60.0;
62;-60.0;
63;-60.0;
64;-60.0;
65;-60.0;
66;-60.0;
67;-60.0;
68;-60.0;
69;-60.0;
70;-60.0;
71;-60.0;
72;-60.0;
73;-60.0;
74;-60.0;
75;-60.0;
76;-60.0;
77;-60.0;
78;-60.0;
79;-60.0;
80;-60.0;
81;-60.0;
82;-60.0;
83;-60.0;
84;-60.0;
85;-60.0;
86;-60.0;
87;-60.0;
88;-60.0;
89;-60.0;
90;-60.0;
91;-60.0;
92;-60.0;
93;-60.0;
94;-60.0;
95;-60.0;
96;-60.0;
97;-60.0;
98;-60.0;
99;-60.0;
100;-14.987500190734863;
101;-28.8281192779541;
102;-27.714614868164062;
103;-26.645151138305664;
104;-25.617963790893555;
105;-24.631364822387695;
106;-23.683731079101562;
107;-22.773500442504883;
108;-21.899181365966797;
109;-21.05933380126953;
110;-20.252578735351562;
111;-19.477598190307617;
112;-18.73311424255371;
113;-18.01791000366211;
114;-17.330812454223633;
115;-16.670698165893555;
116;-16.0364933013916;
117;-15.427151679992676;
118;-14.841686248779297;
119;-14.279138565063477;
120;-13.738593101501465;
121;-13.219169616699219;
122;-12.720022201538086;
123;-12.240342140197754;
124;-11.779348373413086;
125;-11.336295127868652;
126;-10.910463333129883;
127;-10.501163482666016;
128;-10.10773754119873;
129;-9.729547500610352;
130;-9.365986824035645;
131;-9.01646614074707;
132;-8.680427551269531;
133;-8.357329368591309;
134;-8.046655654907227;
135;-7.747910499572754;
136;-7.4606146812438965;
137;-7.184309482574463;
138;-6.91855525970459;
139;-6.662935256958008;
140;-6.417037010192871;
141;-6.180476665496826;
142;-5.952877521514893;
143;-5.733880043029785;
144;-5.52314567565918;
145;-5.320340156555176;
146;-5.125148296356201;
147;-4.937262058258057;
148;-4.7563886642456055;
149;-4.582254409790039;
150;-4.414582252502441;
151;-4.253119945526123;
152;-4.097616672515869;
153;-3.947831392288208;
154;-3.803537368774414;
155;-3.6645171642303467;
156;-3.530555248260498;
157;-3.401451587677002;
158;-3.277013063430786;
159;-3.157052993774414;
160;-3.0413901805877686;
161;-2.9298548698425293;
162;-2.822279453277588;
163;-2.7185070514678955;
164;-2.618387222290039;
165;-2.5217692852020264;
166;-2.4285197257995605;
167;-2.3384976387023926;
168;-2.2515766620635986;
169;-2.167633056640625;
170;-2.0865485668182373;
171;-2.008206844329834;
